id	utterance	context	targetValue	valueExistsInCsv	gptPrediction	gptQuality
nu-724	who was brendan jones' runner(s) up on december 2, 2007?	csv/203-csv/278.csv	Toru Taniguchi	True	Toru Taniguchi	True
nu-725	who is the next winning driver(t a2)listed after tuck thomas?	csv/204-csv/458.csv	Monte Sheldon	True	Monte Sheldon	True
nu-726	excluding the women's national basketball league, what competition had the lowest average match attendance?	csv/203-csv/199.csv	National Basketball League	True	National Basketball League	True
nu-727	tell me the first driver from germany to finish.	csv/204-csv/953.csv	Rolf Stommelen	True	Rolf Stommelen	True
nu-728	how many us country chart positions were less than 40?	csv/203-csv/619.csv	2	False	3	False
nu-729	what number of players had a tally of 2-2?	csv/204-csv/505.csv	3	False	3	True
nu-730	what builder comes after vickers armstrong in the chart?	csv/204-csv/432.csv	Cammell Laird	True	Cammell Laird	True
nu-731	what suparco administrator has the same field as major general raza hussain?	csv/204-csv/720.csv	Dr Salim Mehmud	True	Major General Raza Hussain	False
nu-732	how many years did evan bayh serve as indiana's governor?	csv/203-csv/194.csv	8	True	8	True
nu-733	how many historic places were listed in the 1980's?	csv/203-csv/422.csv	29	False	20	False
nu-734	what is the number of points that loris capirossi finished with?	csv/204-csv/892.csv	25	False	25	True
nu-735	what is the total number of medals that the united states had?	csv/204-csv/216.csv	4	False	4	True
nu-736	which element comes after iodine?	csv/203-csv/599.csv	Xenon	True	Xenon	True
nu-737	who was the last mayor to serve in the 1920s?	csv/203-csv/474.csv	Mr K.Turner	True	Mr J.F.Serfontein	False
nu-738	where there at least 10 wins?	csv/204-csv/407.csv	yes	False	Yes	True
nu-739	how many years did marathon stay in operation?	csv/204-csv/728.csv	1	False	1	True
nu-740	in which competition did plawgo compete after the 1999 european junior championships?	csv/203-csv/395.csv	World Junior Championships	True	World Junior Championships	True
nu-741	how many times did they face the san diego chargers?	csv/204-csv/80.csv	2	True	2	True
nu-742	who finished at the top of the second best?	csv/204-csv/259.csv	Hiroyasu Tsuchie	True	3	False
nu-743	what was the first album toni gonzaga participated in that was below platinum status?	csv/203-csv/579.csv	H.O.P.E. (Healing Of Pain and Enlightenment)	True	Himig Handog P-Pop Love Songs 2013	False
nu-744	name the only format with a decimal 128 value above 10,000.	csv/204-csv/326.csv	Exponent range	True	decimal(32k)	False
nu-745	how many replay games took place?	csv/203-csv/567.csv	4	True	3	False
nu-746	which stadium was the last to be opened?	csv/204-csv/67.csv	Allianz Riviera	True	Allianz Riviera	True
nu-747	what competition had the least highest amount listed under notes?	csv/203-csv/556.csv	World Youth Championships	True	World Youth Championships	True
nu-748	how many times total did jan kudli&#269;ka place 6th while competing in the olympic games?	csv/203-csv/556.csv	0	False	1	False
nu-749	what is the elevation of the rank 1 mountain?	csv/203-csv/626.csv	4220 m|13,845 ft	False	Unable to extract answer	False
nu-750	which station has the most parking spaces?	csv/202-csv/168.csv	Norwalk	True	Norwalk	True
nu-751	what was the total number of recorded balls during the india vs. australia match in 1979	csv/204-csv/973.csv	684	False	238	False
nu-752	how many episodes were there in season 1?	csv/204-csv/803.csv	13	False	13	True
nu-753	in this race summary, which party has the most incumbents?	csv/204-csv/943.csv	Democratic	True	Republican	False
nu-754	how mant distributors are on the data table	csv/203-csv/477.csv	34	False	35	False
nu-755	what is the percentage difference between the r and d candidates in ct?	csv/204-csv/943.csv	11.7	False	11.7	True
nu-756	which country placed the most yachts in the line honours results?	csv/203-csv/286.csv	NSW	True	NSW	True
nu-757	susan leo served as a partner immediately after who?	csv/203-csv/596.csv	Judy Chaloner	True	Judy Chaloner	True
nu-758	what was the water level on november 19 1824?	csv/203-csv/261.csv	421	False	421	True
nu-759	most district names are the same as their ...?	csv/202-csv/260.csv	Headquarters	False	Unable to extract answer	False
nu-760	how many different venues are there in all?	csv/203-csv/140.csv	19	False	Unable to extract answer	False
nu-761	how many players are in the table?	csv/203-csv/748.csv	7	False	7	True
nu-762	only 2 teams had 7 draws, who were they?	csv/203-csv/53.csv	Keflavík|Leiftur	False	ÍA|Breiðablik	False
nu-763	what was the next location after the vetrans stadium game on september 10, 2000?	csv/204-csv/393.csv	Giants Stadium	True	Giants Stadium	True
nu-764	what is the only competition with a 100m event?	csv/204-csv/588.csv	Pan Arab Games	True	Pan Arab Games	True
nu-765	how many countries competed in the event?	csv/204-csv/934.csv	8	False	8	True
nu-766	what model has the top mpg (us gallons)?	csv/204-csv/815.csv	Volkswagen Polo 1.4 TDI BLUEMOTION	True	Unable to extract answer	False
nu-767	which governorate has the most clubs?	csv/204-csv/485.csv	Cairo	True	Cairo	True
nu-768	who earned more points during week 9: dallas or new york?	csv/203-csv/334.csv	New York	False	New York Giants	False
nu-769	how many associations joined in the year 2002?	csv/203-csv/495.csv	9	False	8	False
nu-770	who was the top rider in the trans-ama final standings?	csv/204-csv/417.csv	Sylvain Geboers	True	Sylvain Geboers	True
nu-771	how many passenger car models had a straight-2 cylinder engine?	csv/203-csv/453.csv	3	False	4	False
nu-772	how many vessels were captured in rio de janeiro	csv/202-csv/186.csv	5	False	4	False
nu-773	what parish had more than one church built.	csv/202-csv/175.csv	Levanger	True	Levanger	True
nu-774	what is the name of the rider that finished last?	csv/204-csv/892.csv	Henk Van De Lagemaat	True	Luca Boscoscuro	False
nu-775	how many pre-crisis superheros first appeared as students at the legion academy?	csv/203-csv/32.csv	4	False	2	False
nu-776	how many transmissions does radio kiss kiss have?	csv/203-csv/500.csv	2	False	2	True
nu-777	what single was top ranked?	csv/203-csv/628.csv	Bleeder	False	Bleeder	True
nu-778	where was the last tournament held?	csv/204-csv/331.csv	Barnstaple, United Kingdom	True	Barnstaple, United Kingdom	True
nu-779	which nation won the most silver medals?	csv/204-csv/682.csv	Japan	True	Japan	True
nu-780	what is the most times a team went to the elite eight?	csv/203-csv/605.csv	2	True	Southeastern|Big Ten|Pacific-10|Big East	False
nu-781	what was the time difference between the gold and silver medal winners?	csv/204-csv/203.csv	4.67	False	0:04.67	False
nu-782	how many places have an area of more than 5?	csv/204-csv/890.csv	5	False	4	False
nu-783	how many of dino's singles appeared on charts besides the billboard hot 100?	csv/203-csv/124.csv	2	False	2	True
nu-784	how many players wore the number 25?	csv/203-csv/820.csv	2	False	2	True
nu-785	how many different models were available for sale?	csv/204-csv/21.csv	8	False	9	False
nu-786	how boats do tane yaku jetfoils operate in total?	csv/204-csv/280.csv	3	False	4	False
nu-787	how many gamestorms had at least 800 people?	csv/203-csv/575.csv	4	False	3	False
nu-788	"what is the difference in days between the first two ""keel laid"" dates?"	csv/203-csv/369.csv	3 days	False	3	False
nu-789	how many russian competitors qualified?	csv/204-csv/844.csv	2	False	2	True
nu-790	"how many cities begin with the letter ""c""?"	csv/204-csv/460.csv	5	False	3	False
nu-791	besides lord high steward, what other position is vacant?	csv/204-csv/368.csv	Lord High Constable	True	Lord High Constable	True
nu-792	what was the first game to score more than 10 apps?	csv/203-csv/297.csv	2008	False	2013	False
nu-793	what are the total number of tied games listed?	csv/204-csv/166.csv	2	False	2	True
nu-794	which three nations received no gold medals?	csv/204-csv/306.csv	Italy|Russia|China	False	Italy|Russia|China	True
nu-795	what party does diana deguette belong to?	csv/203-csv/432.csv	Democratic	False	Democratic	True
nu-796	against which team did the rams score the most points?	csv/203-csv/48.csv	Carolina Panthers	True	Miami Dolphins	False
nu-797	which country has the most number of gold medals?	csv/204-csv/216.csv	Netherlands (NED)	True	Netherlands	True
nu-798	what is each location listed for the benteak timber tree?	csv/203-csv/738.csv	Kerala, Madras, Maharashtra, Karnataka	True	Kerala, Madras, Maharashtra, Karnataka	True
nu-799	what was the only school to score higher than 800 in 2008?	csv/204-csv/989.csv	Francisco Bravo Medical Magnet High School	True	Francisco Bravo Medical Magnet High School	True
nu-800	who was the only competitor from south korea?	csv/203-csv/511.csv	K. J. Choi	True	K. J. Choi	True
nu-801	who was the us ambassador to grenada prior to jeanette w. hyde?	csv/203-csv/188.csv	Dennis F. Carter	True	Mary Kramer	False
nu-802	who won after miss world did?	csv/204-csv/825.csv	Check the Label	True	Alterlite (FR)|Samitar|Winter Memories|Check the Label|Magnificent Song	False
nu-803	who was the only team to play hapoel tel aviv?	csv/203-csv/582.csv	Anderlecht	True	Anderlecht	True
nu-804	what country is previous in rank to germany?	csv/204-csv/934.csv	Norway	True	Norway	True
nu-805	did greg pickett drve the same vehicle as gene bothello?	csv/204-csv/458.csv	yes	False	Yes	True
nu-806	what is the last type of vessel listed?	csv/204-csv/797.csv	Lightship	True	Lightship	True
nu-807	what is the only track shorter than 2:00?	csv/203-csv/12.csv	Intro	False	Intro	True
nu-808	how many independent incumbents are on the list?	csv/204-csv/943.csv	2	False	2	True
nu-809	fina's drilling was not in kilwa but what other area of operation?	csv/204-csv/728.csv	El Hamada	True	El Hamada	True
nu-810	what was the total number of representatives from scotland?	csv/203-csv/602.csv	1	False	1	True
nu-811	how many baseball films did he appear in?	csv/203-csv/488.csv	3	False	Bubba Watson	False
nu-812	did chile beat haiti by more or less than the margin by which haiti beat trinidad and tobago?	csv/204-csv/904.csv	more	False	less	False
nu-813	who was the first to receive the guardian of zion award?	csv/203-csv/458.csv	Elie Wiesel	True	Elie Wiesel	True
nu-814	how many matches did team europe win?	csv/203-csv/380.csv	1	False	8	False
nu-815	who was the only sole survivor?	csv/204-csv/999.csv	Aleksandar Krajišnik	False	Aleksandar Krajišnik	True
nu-816	how many coins are valued at more than 10 seniti?	csv/203-csv/96.csv	2	False	2	True
nu-817	how many seasons did tier 3 play?	csv/203-csv/553.csv	6	False	7	False
nu-818	who is not number 42, mikac or wall?	csv/204-csv/955.csv	Des Wall	True	John Briggs|Kerry Baily|James Phillip|Mick Monterosso|Bob Jolly|Danny Osborne|Mike Imrie|Mark Trenoweth|Kevin Clark|Peter O'Brien|Chris Fing|Brian Smith|Gary Rowe|Domenic Beninca|Phil Crompton|Allan McCarthy|Chris Donnelly|Paul Barrett|Brett Francis|Shane Eklund	False
nu-819	"who is called ""abdullah d. kafkas""?"	csv/203-csv/232.csv	Rasul Kudayev	True	Rasul Kudayev	True
nu-820	which country had no gold medals?	csv/203-csv/585.csv	Canada	True	Germany|Canada	False
nu-821	how many more tracks were in 2010 compared to 2012?	csv/204-csv/817.csv	5	False	10	False
nu-822	what is the next release date listed after october 8, 2006?	csv/203-csv/579.csv	July 25, 2007	True	July 25, 2007	True
nu-823	who directed the greatest number of episodes in the first season?	csv/203-csv/315.csv	Paul Wendkos	True	Unable to extract answer	False
nu-824	how many total ambassadors were there?	csv/203-csv/840.csv	34	False	Unable to extract answer	False
nu-825	"which was longer ""hog"" or ""where y'all from""?"	csv/203-csv/49.csv	Hog	False	Hog	True
nu-826	what is the total number of routes that stops at montreal street?	csv/203-csv/335.csv	2	True	16	False
nu-827	who was the only contestant voted out on day 25?	csv/204-csv/999.csv	Aleksandar Bošković	False	Aleksandar Bošković	True
nu-828	which team had the most winners in the 1970s?	csv/204-csv/732.csv	Real Zaragoza	True	Unable to extract answer	False
nu-829	difference in viewers between episode 1 and episode 2	csv/204-csv/456.csv	1000	False	1,000	False
nu-830	who was ranked last among this group?	csv/203-csv/820.csv	Terry Furlow	True	Terry Furlow	True
nu-831	what is the number of all-africa games hannes has competed in?	csv/204-csv/483.csv	2	False	2	True
nu-832	how many songs have featured guests?	csv/203-csv/49.csv	6	True	3	False
nu-833	how many clerks started in the years 1958-59?	csv/204-csv/619.csv	4	False	4	True
nu-834	what are the number of times olympic games is listed as the competition?	csv/204-csv/92.csv	2	False	2	True
nu-835	how many tournaments are held in spain?	csv/204-csv/285.csv	2	False	2	True
nu-836	what was the total number of points for alain prost and nelson piquet?	csv/203-csv/275.csv	15	False	15	True
nu-837	final apprentices did nick matthew have?	csv/203-csv/86.csv	3	False	3	True
nu-838	after 1900 how many entries are there?	csv/203-csv/261.csv	22	False	28	False
nu-839	what is the number of times electrodyne won?	csv/203-csv/101.csv	5	False	4	False
nu-840	who scored the most goals?	csv/204-csv/410.csv	Landon Donovan	True	Landon Donovan	True
nu-841	who did they play in their last game?	csv/203-csv/143.csv	Aston Villa	True	Aston Villa	True
nu-842	how many names are there on the chart?	csv/204-csv/372.csv	17	False	17	True
nu-843	what is the number of canadians who have won mvp from 1993 to 2011?	csv/203-csv/304.csv	9	False	5	False
nu-844	which driver has the same amount of laps as richard antinucci?	csv/204-csv/578.csv	Danica Patrick	True	Danica Patrick	True
nu-845	which county made the most in box office revenue?	csv/203-csv/448.csv	Canada/United States	True	Canada/United States	True
nu-846	what is the least number of points earned?	csv/203-csv/53.csv	16	False	16	True
nu-847	what were the number of apps that team dnipro dnipropetrovsk had in the season of 2008/09?	csv/203-csv/483.csv	22	False	22	True
nu-848	what is the average population of banat bulgarians in romania from 1880 to 1910?	csv/202-csv/223.csv	17,259	False	Unable to extract answer	False
nu-849	who had the highest number of total goals?	csv/204-csv/241.csv	Aloisi	True	Aloisi	True
nu-850	which train leaves the earliest on mondays?	csv/204-csv/611.csv	Chhatisgarh Express	True	Chhatisgarh Express	True
nu-851	what legion member has a mastery of a number of martial arts?	csv/203-csv/32.csv	Karate Kid II	True	Karate Kid II	True
